Taxon,Cluster
ERZ3163225,1
SAMEA103905941_contigs,1
SAMEA2445189_contigs,1
ERZ3044589,1
ERZ3071999,1
GCA_015753895_1_PDT000789152_1_genomic,1
ERZ3193773,1
SAMEA103905533_contigs,1
GCA_024630275_1_PDT001383778_1_genomic,1
ERZ3250710,1
ERZ3044647,1
SAMEA103905210_contigs,1
SAMEA3303463_contigs,1
GCA_024630015_1_PDT001383798_1_genomic,1
ERZ3072476,1
GCA_028676935_1_PDT001618447_1_genomic,1
SAMEA3303476_contigs,1
ERZ3163206,1
ERZ3071957,1
GCA_001887455_1_ASM188745v1_genomic,1
SAMEA104090707_contigs,1
ERZ3156184,1
ERZ2887530,1
ERZ3044509,1
ERZ3163469,1
ERZ4076193,1
ERZ3496127,1
ERZ3488209,1
SAMEA104090728_contigs,1
ERZ3044547,1
ERZ3250632,1
ERZ3496171,1
ERZ3250488,1
SAMEA104090825_contigs,1
GCA_015795895_1_PDT000432809_1_genomic,1
SAMEA104090756_contigs,1
SAMEA103905206_contigs,1
ERZ3044588,1
SAMEA103905215_contigs,1
SAMEA889201_contigs,1
GCA_024215795_1_PDT001357380_1_genomic,1
GCA_027142765_1_PDT001538152_1_genomic,1
GCA_015757745_1_PDT000787885_1_genomic,1
SAMEA104090869_contigs,1
ERZ4181663,1
GCA_007623805_1_ASM762380v1_genomic,1
GCA_015754825_1_PDT000789089_1_genomic,1
SAMN04286018_contigs,1
GCA_015759125_1_PDT000787750_1_genomic,1
SAMEA104090782_contigs,1
SAMEA3303690_contigs,1
GCA_000348365_1_ASM34836v1_genomic,1
SAMEA104090647_contigs,1
ERZ3250792,1
ERZ3250544,1
GCA_015795755_1_PDT000432816_1_genomic,1
SAMEA104090816_contigs,1
GCA_015754785_1_PDT000789087_1_genomic,1
GCA_015761125_1_PDT000787675_1_genomic,1
GCA_015754325_1_PDT000789106_1_genomic,1
GCA_015795975_1_PDT000432808_1_genomic,1
SAMEA1018579_contigs,1
SAMEA104090609_contigs,1
ERZ3250491,1
ERZ944224,1
GCA_024712395_1_PDT001383801_1_genomic,1
SAMEA101017168_contigs,1
GCA_015761055_1_PDT000787677_1_genomic,1
SAMEA104090792_contigs,1
SAMEA3303636_contigs,1
SAMEA3303406_contigs,1
SAMEA3303496_contigs,1
ERZ3044687,1
ERZ9451817,1
SAMEA104090698_contigs,1
SAMEA2152891_contigs,1
ERZ3072656,1
GCA_020796665_1_PDT001170659_1_genomic,1
SAMEA101015668_contigs,1
SAMEA1484152_contigs,1
GCA_024630035_1_PDT001383797_1_genomic,1
ERZ3250654,1
GCA_015760765_1_PDT000787703_1_genomic,1
2402_Vc_ICDC_VC2656,1
SAMEA104090751_contigs,1
SAMEA3303692_contigs,1
GCA_015795315_1_PDT000432847_1_genomic,1
ERZ3250742,1
SAMEA103920886_contigs,1
ERZ3155736,1
SAMEA101014168_contigs,1
GCA_015795055_1_PDT000432803_1_genomic,1
SAMEA104090799_contigs,1
ERZ3072740,1
ERZ3071989,1
ERZ3044621,1
ERZ3110178,1
SAMEA103905033_contigs,1
SAMEA2203483_contigs,1
SAMEA2698322_contigs,1
SAMEA3303450_contigs,1
ERZ3250707,1
SAMN04494879_contigs,1
ERZ2900612,1
1733_Vc_F9993,1
ERZ2887532,1
ERZ3250636,1
GCA_015794135_1_PDT000432931_1_genomic,1
SAMEA3303455_contigs,1
GCA_015759665_1_PDT000787759_1_genomic,1
SAMN04286056_contigs,1
SAMEA104717298_contigs,1
ERZ3044635,1
SAMEA104090631_contigs,1
SAMEA104090660_contigs,1
SAMEA103900818_contigs,1
GCA_015760375_1_PDT000787725_1_genomic,1
ERZ3044528,1
ERZ3044611,1
GCA_009728285_1_V_cholerae_str_3097Az_genomic,1
2411_Vc_ICDC_VC4782,1
ERZ3250520,1
SAMEA103905938_contigs,1
2040_VC_TSY216,1
SAMEA103899941_contigs,1
SAMEA2698323_contigs,1
GCA_015796235_1_PDT000432790_1_genomic,1
GCA_015761245_1_PDT000787663_1_genomic,1
ERZ3250613,1
2629_Vc_CNRVC170197,1
2105_Vc_229137,1
SAMEA104090732_contigs,1
SAMEA2699024_contigs,1
ERZ3044676,1
ERZ3154168,1
SAMEA2696122_contigs,1
ERZ3044654,1
SAMEA103900016_contigs,1
SAMN04286036_contigs,1
GCA_024630775_1_PDT001383765_1_genomic,1
GCA_015761525_1_PDT000787671_1_genomic,1
SAMEA104090713_contigs,1
ERZ2888646,1
GCA_015757725_1_PDT000787871_1_genomic,1
GCA_026767045_1_PDT001517849_1_genomic,1
SAMEA4384468_contigs,1
SAMEA1919999_contigs,1
SAMEA103905535_contigs,1
ERZ3250481,1
GCA_015754525_1_PDT000789103_1_genomic,1
ERZ3044685,1
GCA_015754995_1_PDT000789086_1_genomic,1
ERZ3072487,1
SAMEA103906383_contigs,1
GCA_015754985_1_PDT000789077_1_genomic,1
SAMEA101021668_contigs,1
SAMEA3303641_contigs,1
SAMEA104124979_contigs,1
SAMEA104090875_contigs,1
ERZ3044624,1
GCA_000299535_2_VC4370_1_genomic,1
ERZ9451773,1
SAMEA103906384_contigs,1
GCA_015794975_1_PDT000432801_1_genomic,1
GCA_015796215_1_PDT000432789_1_genomic,1
GCA_015762245_1_PDT000787638_1_genomic,1
GCA_015755065_1_PDT000789076_1_genomic,1
SAMEA104090674_contigs,1
1704_Vc_CRC1106,1
SAMEA2203482_contigs,1
ERZ3071996,1
SAMEA2202996_contigs,1
ERZ3071987,1
GCA_015793155_1_PDT000432978_1_genomic,1
ERZ3250451,1
SAMEA103900015_contigs,1
ERZ3163453,1
ERZ9451786,1
GCA_015760945_1_PDT000787685_1_genomic,1
ERZ3250478,1
GCA_015756525_1_PDT000787858_1_genomic,1
ERZ3046500,1
SAMEA104090794_contigs,1
SAMEA104090738_contigs,1
ERZ3044526,1
GCA_020171135_1_PDT001138252_1_genomic,1
SAMN04286055_contigs,1
ERZ3250615,1
GCA_015762105_1_PDT000787618_1_genomic,1
SAMEA104090615_contigs,1
SAMEA103905932_contigs,1
SAMEA3303482_contigs,1
2370_Vc_ICDC_VC1242,1
ERZ3495828,1
GCA_000152425_1_ASM15242v1_genomic,1
ERZ3044629,1
GCA_018074485_1_PDT000793650_1_genomic,1
GCA_000788875_1_ASM78887v1_genomic,1
SAMEA103920879_contigs,1
GCA_024708235_1_PDT001383750_1_genomic,1
SAMEA104125042_contigs,1
SAMEA101012668_contigs,1
SAMEA104090768_contigs,1
VC83,1
GCA_024631835_1_PDT001383703_1_genomic,1
GCA_015761785_1_PDT000787693_1_genomic,1
ERZ3044422,1
GCA_015755165_1_PDT000789074_1_genomic,1
SAMEA104090613_contigs,1
2022_Vc_YN97083,1
ERZ3250768,1
ERZ4181655,1
GCA_015863505_1_PDT000788570_1_genomic,1
ERZ3071973,1
SAMEA1018246_contigs,1
SAMEA103905036_contigs,1
GCA_024630815_1_PDT001383761_1_genomic,1
SAMN04285986_contigs,1
ERZ3196600,1
GCA_015748105_1_PDT000793835_1_genomic,1
SAMEA104084184_contigs,1
SAMEA103905538_contigs,1
GCA_015793355_1_PDT000432920_1_genomic,1
ERZ3073567,1
ERZ3193749,1
SAMEA104090619_contigs,1
1709_Vc_E1162,1
SAMEA104090894_contigs,1
SAMEA104090721_contigs,1
SAMEA3303599_contigs,1
SAMEA3303495_contigs,1
SAMEA3303574_contigs,1
1828_Vc_MO10,1
SAMEA104090778_contigs,1
ERZ9344807,1
SAMEA104090872_contigs,1
ERZ3044657,1
1740_Vc_FC2271,1
SAMEA104090742_contigs,1
SAMEA889337_contigs,1
SAMEA889373_contigs,1
ERZ3044550,1
SAMEA2698308_contigs,1
ERZ2887521,1
GCA_015754605_1_PDT000789111_1_genomic,1
SAMEA104090685_contigs,1
GCA_015791795_1_PDT000432972_1_genomic,1
SAMN03266810_contigs,1
SAMN09435584_contigs,1
GCA_009749145_1_ASM974914v1_genomic,1
SAMEA103905035_contigs,1
SAMEA3303520_contigs,1
SAMEA104090628_contigs,1
ERZ3250526,1
SAMEA104090853_contigs,1
GCA_024631595_1_PDT001383717_1_genomic,1
ERZ3044443,1
ERZ3044713,1
SAMEA3303585_contigs,1
SAMEA889335_contigs,1
SAMEA3303693_contigs,1
2120_Vc_252359,1
GCA_015754685_1_PDT000789115_1_genomic,1
ERZ3072630,1
SAMEA104090766_contigs,1
GCA_015761325_1_PDT000787657_1_genomic,1
SAMEA104090625_contigs,1
GCA_015754725_1_PDT000789095_1_genomic,1
SAMEA2202457_contigs,1
ERZ3250426,1
GCA_015762265_1_PDT000787637_1_genomic,1
2373_Vc_ICDC_VC1398,1
SAMEA3303596_contigs,1
ERZ3071631,1
GCA_015756985_1_PDT000787907_1_genomic,1
SAMEA3303523_contigs,1
GCA_007624215_1_ASM762421v1_genomic,1
ERZ3250538,1
GCA_015794815_1_PDT000432885_1_genomic,1
ERZ3110274,1
SAMEA1018538_contigs,1
GCA_015754665_1_PDT000789105_1_genomic,1
GCA_024630315_1_PDT001383782_1_genomic,1
SAMEA104090682_contigs,1
ERZ3044708,1
ERZ3163228,1
ERZ3213669,1
SAMEA104090810_contigs,1
SAMEA3303426_contigs,1
ERZ2887522,1
ERZ3044549,1
ERZ3250605,1
SAMEA3912552_contigs,1
ERZ3250581,1
ERZ9344837,1
ERZ3163491,1
ERZ3044501,1
ERZ3250637,1
SAMEA2696306_contigs,1
ERZ3250566,1
SAMEA3903284_contigs,1
ERZ3044599,1
ERZ3250702,1
SAMN04286025_contigs,1
ERZ3044472,1
ERZ3044474,1
GCA_015754965_1_PDT000789085_1_genomic,1
ERZ3044426,1
ERZ3105421,1
GCA_001247245_1_2956_6_4_genomic,1
SAMEA103910216_contigs,1
ERZ3044458,1
ERZ3250571,1
SAMN06806367_contigs,1
GCA_015758165_1_PDT000787829_1_genomic,1
ERZ3044486,1
SAMEA3303535_contigs,1
GCA_015792355_1_PDT000433020_1_genomic,1
GCA_024630335_1_PDT001383780_1_genomic,1
GCA_024631155_1_PDT001383735_1_genomic,1
GCA_015761025_1_PDT000787679_1_genomic,1
SAMEA104090873_contigs,1
ERZ3044468,1
SAMEA104090843_contigs,1
ERZ3163433,1
ERZ3044542,1
SAMEA104090663_contigs,1
ERZ3250616,1
ERZ3072738,1
ERZ3213660,1
2395_Vc_ICDC_VC2363,1
SAMEA104090880_contigs,1
SAMEA3303467_contigs,1
GCA_015761905_1_PDT000787649_1_genomic,1
SAMEA3303680_contigs,1
ERZ3071995,1
SAMEA3303634_contigs,1
GCA_015756025_1_PDT000788534_1_genomic,1
SAMEA2203553_contigs,1
SAMEA3303470_contigs,1
GCA_015794455_1_PDT000432900_1_genomic,1
GCA_007624025_1_ASM762402v1_genomic,1
ERZ3044557,1
SAMEA4057588_contigs,1
ERZ3250461,1
SAMEA104090915_contigs,1
ERZ3250664,1
GCA_015792255_1_PDT000433022_1_genomic,1
ERZ3073575,1
GCA_015757165_1_PDT000788528_1_genomic,1
SAMEA1484034_contigs,1
GCA_015758025_1_PDT000787841_1_genomic,1
SAMEA1018818_contigs,1
GCA_015760625_1_PDT000787716_1_genomic,1
ERZ3044700,1
GCA_015758365_1_PDT000787819_1_genomic,1
SAMEA104090749_contigs,1
ERZ3073560,1
2409_Vc_ICDC_VC4778,1
SAMEA3303444_contigs,1
SAMEA104125041_contigs,1
ERZ3072687,1
GCA_015759845_1_PDT000787762_1_genomic,1
SAMEA104090886_contigs,1
ERZ3250648,1
ERZ3044573,1
ERZ3044681,1
SAMEA104090796_contigs,1
SAMN04286010_contigs,1
2507_Vc_2044,1
GCA_007624765_1_ASM762476v1_genomic,1
ERZ9451824,1
GCA_007624655_1_ASM762465v1_genomic,1
SAMEA104125047_contigs,1
ERZ4181676,1
SAMN04286022_contigs,1
ERZ944615,1
GCA_028676015_1_PDT001618492_1_genomic,1
ERZ3196601,1
SAMEA104090635_contigs,1
SAMEA103908346_contigs,1
GCA_015796095_1_PDT000432794_1_genomic,1
SAMEA2202706_contigs,1
SAMEA1483973_contigs,1
GCA_015750685_1_PDT000793526_1_genomic,1
SAMEA103907202_contigs,1
SAMN08862418_contigs,1
GCA_007624535_1_ASM762453v1_genomic,1
GCA_015762165_1_PDT000787641_1_genomic,1
SAMEA103900864_contigs,1
ERZ3046464,1
ERZ3250413,1
SAMEA3303676_contigs,1
SAMEA104090755_contigs,1
SAMEA103905527_contigs,1
ERZ3044660,1
SAMEA3303605_contigs,1
GCA_015796295_1_PDT000432787_1_genomic,1
SAMEA104090651_contigs,1
SAMEA2203478_contigs,1
ERZ3046475,1
ERZ3250703,1
SAMN00989302_contigs,1
SAMEA104090650_contigs,1
ERZ3044712,1
GCA_015754295_1_PDT000789129_1_genomic,1
2410_Vc_ICDC_VC4779,1
2385_Vc_ICDC_VC1995,1
ERZ3213737,1
GCA_018036305_1_PDT000893873_1_genomic,1
ERZ8975551,1
GCA_015747265_1_PDT000795288_1_genomic,1
SAMEA4057600_contigs,1
GCA_015748165_1_PDT000793834_1_genomic,1
ERZ9344814,1
GCA_015793575_1_PDT000432951_1_genomic,1
SAMEA2203453_contigs,1
ERZ3044482,1
ERZ5081288,1
ERZ3250582,1
SAMEA104090902_contigs,1
ERZ3044697,1
2386_Vc_ICDC_VC1999,1
GCA_024631935_1_PDT001383695_1_genomic,1
SAMEA104090797_contigs,1
1460_Vc_2012HC_15,1
SAMEA889253_contigs,1
GCA_015758005_1_PDT000787844_1_genomic,1
92_33213,1
SAMEA104090914_contigs,1
GCA_015759585_1_PDT000787761_1_genomic,1
GCA_015761585_1_PDT000787705_1_genomic,1
GCA_015760785_1_PDT000787707_1_genomic,1
SAMN08862259_contigs,1
ERZ3046488,1
ERZ4181691,1
ERZ3044699,1
SAMN04286043_contigs,1
ERZ2887519,1
GCA_024631715_1_PDT001383714_1_genomic,1
SAMEA104090830_contigs,1
GCA_015761705_1_PDT000787694_1_genomic,1
GCA_015759285_1_PDT000787785_1_genomic,1
SAMEA104090809_contigs,1
SAMEA104090741_contigs,1
GCA_015762205_1_PDT000787639_1_genomic,1
ERZ9451770,1
ERZ3044640,1
GCA_015794615_1_PDT000432890_1_genomic,1
ERZ3163593,1
SAMEA104125059_contigs,1
SAMEA3927705_contigs,1
SAMEA3303702_contigs,1
ERZ3044498,1
2503_Vc_5879,1
ERZ3163197,1
SAMEA104090907_contigs,1
SAMEA2698307_contigs,1
SAMEA104125065_contigs,1
ERZ3250527,1
ERZ3072655,1
SAMEA2518992_contigs,1
GCA_015793255_1_PDT000432887_1_genomic,1
SAMEA104090762_contigs,1
SAMEA3303437_contigs,1
1731_Vc_EM_1727,1
2338_Vc_ICDC_VC359,1
SAMEA103906388_contigs,1
ERZ3072653,1
GCA_002407455_1_ASM240745v1_genomic,1
SAMEA103906378_contigs,1
GCA_009728405_1_V_cholerae_str_C-347_genomic,1
SAMEA104090662_contigs,1
ERZ3044515,1
SAMEA2203558_contigs,1
SAMEA2698346_contigs,1
ERZ3044582,1
ERZ3072657,1
2354_Vc_ICDC_VC909,1
SAMEA889255_contigs,1
SAMN04285983_contigs,1
ERZ3046471,1
ERZ3193745,1
ERZ3110155,1
SAMEA3303628_contigs,1
ERZ3044514,1
ERZ3044429,1
ERZ3105369,1
ERZ3488273,1
SAMN04875560_contigs,1
ERZ3044479,1
GCA_015791935_1_PDT000433036_1_genomic,1
SAMEA101023168_contigs,1
ERZ3044485,1
ERZ9451801,1
ERZ9352383,1
GCA_007624405_1_ASM762440v1_genomic,1
ERZ3250593,1
SAMN00989285_contigs,1
ERZ3153446,1
ERZ3196603,1
GCA_007624845_1_ASM762484v1_genomic,1
SAMEA2698316_contigs,1
ERZ3044669,1
SAMEA1484147_contigs,1
ERZ3044696,1
ERZ3044478,1
GCA_015760965_1_PDT000787682_1_genomic,1
ERZ3250535,1
SAMEA3303687_contigs,1
ERZ3250503,1
SAMEA103910183_contigs,1
GCA_015762505_1_PDT000787625_1_genomic,1
EM1626,1
SAMEA103906390_contigs,1
SAMEA104090750_contigs,1
ERZ3071982,1
GCA_015749925_1_PDT000793671_1_genomic,1
GCA_001186985_1_ASM118698v1_genomic,1
SAMN09982380_contigs,1
ERZ3110130,1
ERZ5082069,1
ERZ3044623,1
GCA_007624155_1_ASM762415v1_genomic,1
GCA_024631535_1_PDT001383723_1_genomic,1
SAMEA101010418_contigs,1
SAMEA104090815_contigs,1
SAMN00632117_contigs,1
ERZ3071609,1
GCA_015790375_1_PDT000433062_1_genomic,1
SAMEA104090630_contigs,1
2401_Vc_ICDC_VC2654,1
2358_Vc_ICDC_VC968,1
ERZ2887515,1
GCA_004309965_1_ASM430996v1_genomic,1
GCA_015754145_1_PDT000789134_1_genomic,1
ERZ2888394,1
ERZ9298334,1
ERZ3044533,1
ERZ3044431,1
SAMEA104090905_contigs,1
ERZ3213659,1
SAMEA1018675_contigs,1
GCA_024620905_1_PDT001383768_1_genomic,1
SAMEA2203443_contigs,1
GCA_024630955_1_PDT001383748_1_genomic,1
GCA_024631195_1_PDT001383734_1_genomic,1
ERZ3250744,1
ERZ3044406,1
ERZ8566096,1
ERZ3044415,1
ERZ3250554,1
ERZ3250523,1
GCA_029458695_1_PDT001672191_1_genomic,1
2339_Vc_ICDC_VC364,1
ERZ3250739,1
GCA_024630715_1_PDT001383770_1_genomic,1
SAMEA104090673_contigs,1
ERZ2888665,1
SAMEA104124980_contigs,1
SAMEA2202718_contigs,1
SAMEA103905091_contigs,1
SAMEA1018694_contigs,1
SAMN04286001_contigs,1
ERZ3213231,1
SAMEA104090854_contigs,1
GCA_002749635_1_ASM274963v1_genomic,1
ERZ3044618,1
SAMN04286040_contigs,1
ERZ3044555,1
ERZ3044616,1
ERZ3250444,1
GCA_015761185_1_PDT000787673_1_genomic,1
SAMEA2151760_contigs,1
GCA_015797055_1_PDT000432780_1_genomic,1
SAMEA104090617_contigs,1
ERZ9451812,1
GCA_015753805_1_PDT000789155_1_genomic,1
ERZ3072491,1
2412_Vc_ICDC_VC4783,1
ERZ8565804,1
VC77,1
ERZ3163194,1
ERZ3250709,1
GCA_024630175_1_PDT001383788_1_genomic,1
GCA_001254655_1_5174_7_6_genomic,1
ERZ3071998,1
SAMEA104090719_contigs,1
GCA_007624755_1_ASM762475v1_genomic,1
GCA_007623905_1_ASM762390v1_genomic,1
GCA_015757785_1_PDT000787834_1_genomic,1
ERZ3044598,1
ERZ3213678,1
GCA_023162885_1_ASM2316288v1_genomic,1
2353_Vc_ICDC_VC853,1
SAMEA2445127_contigs,1
GCA_024630935_1_PDT001383749_1_genomic,1
ERZ3071947,1
SAMEA2203556_contigs,1
ERZ3250567,1
SAMEA103907196_contigs,1
SAMEA2445124_contigs,1
ERZ3250658,1
ERZ3250652,1
GCA_015762065_1_PDT000787645_1_genomic,1
GCA_032152535_1_PDT001906018_1_genomic,1
SAMEA104090804_contigs,1
SAMEA2203441_contigs,1
GCA_024631875_1_PDT001383701_1_genomic,1
ERZ3250591,1
SAMEA3303510_contigs,1
GCA_015756845_1_PDT000787898_1_genomic,1
GCA_024626745_1_PDT001383720_1_genomic,1
SAMEA104090649_contigs,1
ERZ9399315,1
GCA_015761485_1_PDT000787661_1_genomic,1
ERZ9399304,1
ERZ3044517,1
GCA_015757765_1_PDT000787884_1_genomic,1
SAMEA101022418_contigs,1
ERZ3072485,1
ERZ3250670,1
GCA_015759145_1_PDT000787742_1_genomic,1
SAMEA104124991_contigs,1
ERZ3044450,1
ERZ3044492,1
ERZ3044664,1
2371_Vc_ICDC_VC1273,1
ERZ3485906,1
ERZ3096927,1
GCA_015756505_1_PDT000787895_1_genomic,1
SAMEA1484153_contigs,1
ERZ4076247,1
ERZ2888625,1
SAMEA3303418_contigs,1
SAMEA2203577_contigs,1
GCA_024630255_1_PDT001383783_1_genomic,1
GCA_024620925_1_PDT001383722_1_genomic,1
SAMEA104090837_contigs,1
NCTC_8457,1
ERZ3044487,1
1871_Vc_NIH41,1
ERZ3163193,1
ERZ3250732,1
SAMEA103910237_contigs,1
SAMEA2203444_contigs,1
SAMEA2698336_contigs,1
1735_Vc_FC1225,1
ERZ3046440,1
GCA_024630135_1_PDT001383787_1_genomic,1
GCA_027142385_1_PDT001538185_1_genomic,1
SAMEA3912531_contigs,1
GCA_015759645_1_PDT000787768_1_genomic,1
SAMEA3903180_contigs,1
ERZ3044481,1
GCA_018074985_1_PDT000793520_1_genomic,1
SAMEA103905942_contigs,1
SAMEA104090807_contigs,1
ERZ9508809,1
2083_Vc_EDC_728,1
GCA_015760805_1_PDT000787702_1_genomic,1
SAMEA103905531_contigs,1
SAMEA104090694_contigs,1
SAMEA101013418_contigs,1
ERZ3250673,1
ERZ3046478,1
ERZ9344819,1
GCA_015758685_1_PDT000787835_1_genomic,1
SAMEA104090727_contigs,1
GCA_015754905_1_PDT000789093_1_genomic,1
SAMEA104090885_contigs,1
GCA_024630875_1_PDT001383754_1_genomic,1
ERZ3250657,1
ERZ3044675,1
ERZ8566037,1
ERZ3163208,1
ERZ3250617,1
GCA_007624095_1_ASM762409v1_genomic,1
GCA_007624975_1_ASM762497v1_genomic,1
GCA_007624005_1_ASM762400v1_genomic,1
ERZ3044688,1
ERZ3044613,1
2504_Vc_146P,1
GCA_007624925_1_ASM762492v1_genomic,1
SAMEA103910186_contigs,1
ERZ3072643,1
SAMEA2152364_contigs,1
GCA_009749065_1_ASM974906v1_genomic,1
SAMEA104090618_contigs,1
ERZ9344811,1
SAMEA3303403_contigs,1
ERZ3485913,1
ERZ3250505,1
SAMEA3303460_contigs,1
SAMEA104090607_contigs,1
GCA_015754005_1_PDT000789140_1_genomic,1
SAMN09767759_contigs,1
ERZ3163487,1
ERZ3250427,1
ERZ3072642,1
ERZ3044627,1
SAMEA104090908_contigs,1
ERZ3163432,1
ERZ3213658,1
ERZ9344830,1
SAMEA103907201_contigs,1
ERZ3044608,1
